Statement,Suspiciousness
org.apache.commons.math.complex.Complex#258,1.0
org.apache.commons.math.complex.Complex#297,0.9990439770554493
org.apache.commons.math.complex.Complex#295,0.9980879541108987
org.apache.commons.math.complex.Complex#260,0.997131931166348
org.apache.commons.math.complex.Complex#291,0.9961759082217974
org.apache.commons.math.complex.Complex#252,0.9952198852772467
org.apache.commons.math.complex.Complex#68,0.994263862332696
org.apache.commons.math.complex.Complex#264,0.9933078393881454
org.apache.commons.math.complex.Complex#263,0.9923518164435947
org.apache.commons.math.complex.Complex#1097,0.991395793499044
org.apache.commons.math.complex.Complex#300,0.9904397705544934
org.apache.commons.math.complex.Complex#299,0.9894837476099427
org.apache.commons.math.complex.Complex#82,0.9885277246653921
org.apache.commons.math.complex.Complex#452,0.9875717017208414
org.apache.commons.math.complex.Complex#450,0.9866156787762907
org.apache.commons.math.complex.Complex#430,0.9856596558317401
org.apache.commons.math.complex.Complex#428,0.9847036328871894
org.apache.commons.math.complex.Complex#64,0.9837476099426388
org.apache.commons.math.complex.Complex#444,0.9827915869980881
org.apache.commons.math.complex.Complex#1098,0.9818355640535374
org.apache.commons.math.complex.Complex#106,0.9808795411089868
org.apache.commons.math.complex.Complex#322,0.9799235181644361
org.apache.commons.math.complex.Complex#326,0.9789674952198855
org.apache.commons.math.complex.Complex#448,0.9780114722753348
org.apache.commons.math.complex.Complex#1084,0.9770554493307841
org.apache.commons.math.dfp.Dfp#1607,0.9760994263862335
org.apache.commons.math.dfp.Dfp#1262,0.9751434034416828
org.apache.commons.math.dfp.Dfp#1688,0.9741873804971322
org.apache.commons.math.dfp.Dfp#1703,0.9732313575525815
org.apache.commons.math.dfp.Dfp#2222,0.9722753346080308
org.apache.commons.math.dfp.Dfp#2219,0.9713193116634802
org.apache.commons.math.dfp.Dfp#2248,0.9703632887189295
org.apache.commons.math.dfp.Dfp#2243,0.9694072657743789
org.apache.commons.math.dfp.Dfp#1894,0.9684512428298282
org.apache.commons.math.dfp.Dfp#1617,0.9674952198852775
org.apache.commons.math.dfp.Dfp#1509,0.9665391969407269
org.apache.commons.math.dfp.Dfp#1536,0.9655831739961762
org.apache.commons.math.dfp.Dfp#1719,0.9646271510516256
org.apache.commons.math.dfp.Dfp#1709,0.9636711281070749
org.apache.commons.math.dfp.Dfp#1283,0.9627151051625242
org.apache.commons.math.dfp.Dfp#2237,0.9617590822179736
org.apache.commons.math.dfp.Dfp#1880,0.9608030592734229
org.apache.commons.math.dfp.Dfp#1603,0.9598470363288722
org.apache.commons.math.dfp.Dfp#1496,0.9588910133843216
org.apache.commons.math.dfp.Dfp#2230,0.9579349904397709
org.apache.commons.math.dfp.Dfp#1537,0.9569789674952203
org.apache.commons.math.dfp.Dfp#1627,0.9560229445506696
org.apache.commons.math.dfp.Dfp#1904,0.955066921606119
org.apache.commons.math.dfp.Dfp#944,0.9541108986615683
org.apache.commons.math.dfp.Dfp#1251,0.9531548757170176
org.apache.commons.math.stat.ranking.NaturalRanking#170,0.952198852772467
org.apache.commons.math.stat.ranking.NaturalRanking#169,0.9512428298279163
org.apache.commons.math.stat.ranking.NaturalRanking#159,0.9502868068833656
org.apache.commons.math.stat.ranking.NaturalRanking#144,0.949330783938815
org.apache.commons.math.stat.ranking.NaturalRanking#130,0.9483747609942643
org.apache.commons.math.stat.ranking.NaturalRanking#94,0.9474187380497137
org.apache.commons.math.stat.ranking.NaturalRanking#117,0.946462715105163
org.apache.commons.math.stat.ranking.NaturalRanking#106,0.9455066921606123
org.apache.commons.math.stat.ranking.NaturalRanking#387,0.9445506692160617
org.apache.commons.math.stat.ranking.NaturalRanking#211,0.943594646271511
org.apache.commons.math.stat.ranking.NaturalRanking#245,0.9426386233269604
org.apache.commons.math.stat.ranking.NaturalRanking#386,0.9416826003824097
org.apache.commons.math.stat.ranking.NaturalRanking#80,0.940726577437859
org.apache.commons.math.stat.ranking.NaturalRanking#91,0.9397705544933084
org.apache.commons.math.stat.ranking.NaturalRanking#115,0.9388145315487577
org.apache.commons.math.stat.ranking.NaturalRanking#390,0.937858508604207
org.apache.commons.math.stat.ranking.NaturalRanking#199,0.9369024856596564
org.apache.commons.math.stat.ranking.NaturalRanking#156,0.9359464627151057
org.apache.commons.math.stat.ranking.NaturalRanking#128,0.9349904397705551
org.apache.commons.math.stat.ranking.NaturalRanking#103,0.9340344168260044
org.apache.commons.math.stat.ranking.NaturalRanking#246,0.9330783938814537
org.apache.commons.math.stat.ranking.NaturalRanking#74,0.9321223709369031
org.apache.commons.math.stat.ranking.NaturalRanking#157,0.9311663479923524
org.apache.commons.math.stat.ranking.NaturalRanking#141,0.9302103250478018
org.apache.commons.math.stat.ranking.NaturalRanking#200,0.9292543021032511
org.apache.commons.math.dfp.DfpField#400,0.9282982791587004
org.apache.commons.math.dfp.DfpField#399,0.9273422562141498
org.apache.commons.math.dfp.DfpField#108,0.9263862332695991
org.apache.commons.math.dfp.DfpField#193,0.9254302103250485
org.apache.commons.math.dfp.DfpField#392,0.9244741873804978
org.apache.commons.math.dfp.DfpField#393,0.9235181644359471
org.apache.commons.math.dfp.DfpField#63,0.9225621414913965
org.apache.commons.math.dfp.DfpField#199,0.9216061185468458
org.apache.commons.math.dfp.DfpField#328,0.9206500956022952
org.apache.commons.math.dfp.DfpField#310,0.9196940726577445
org.apache.commons.math.dfp.DfpField#327,0.9187380497131938
org.apache.commons.math.dfp.DfpField#309,0.9177820267686432
org.apache.commons.math.dfp.DfpField#562,0.9168260038240925
org.apache.commons.math.dfp.DfpField#188,0.9158699808795419
org.apache.commons.math.dfp.DfpField#521,0.9149139579349912
org.apache.commons.math.dfp.DfpField#512,0.9139579349904405
org.apache.commons.math.dfp.DfpField#511,0.9130019120458899
org.apache.commons.math.dfp.DfpField#498,0.9120458891013392
org.apache.commons.math.dfp.DfpField#497,0.9110898661567886
org.apache.commons.math.dfp.DfpField#484,0.9101338432122379
org.apache.commons.math.dfp.DfpField#483,0.9091778202676872
org.apache.commons.math.dfp.DfpField#470,0.9082217973231366
org.apache.commons.math.dfp.DfpField#469,0.9072657743785859
org.apache.commons.math.dfp.DfpField#456,0.9063097514340352
org.apache.commons.math.dfp.DfpField#455,0.9053537284894846
org.apache.commons.math.analysis.solvers.LaguerreSolver#284,0.9043977055449339
org.apache.commons.math.analysis.solvers.LaguerreSolver#283,0.9034416826003833
org.apache.commons.math.analysis.solvers.LaguerreSolver#279,0.9024856596558326
org.apache.commons.math.analysis.solvers.LaguerreSolver#251,0.901529636711282
org.apache.commons.math.analysis.solvers.LaguerreSolver#146,0.9005736137667313
org.apache.commons.math.analysis.solvers.LaguerreSolver#154,0.8996175908221806
org.apache.commons.math.analysis.solvers.LaguerreSolver#156,0.89866156787763
org.apache.commons.math.analysis.solvers.LaguerreSolver#205,0.8977055449330793
org.apache.commons.math.analysis.solvers.LaguerreSolver#266,0.8967495219885286
org.apache.commons.math.analysis.solvers.LaguerreSolver#265,0.895793499043978
org.apache.commons.math.analysis.solvers.LaguerreSolver#214,0.8948374760994273
org.apache.commons.math.analysis.solvers.LaguerreSolver#222,0.8938814531548767
org.apache.commons.math.analysis.solvers.LaguerreSolver#220,0.892925430210326
org.apache.commons.math.analysis.solvers.LaguerreSolver#152,0.8919694072657753
org.apache.commons.math.analysis.solvers.LaguerreSolver#45,0.8910133843212247
org.apache.commons.math.analysis.solvers.LaguerreSolver#153,0.890057361376674
org.apache.commons.math.analysis.solvers.LaguerreSolver#148,0.8891013384321234
org.apache.commons.math.analysis.solvers.LaguerreSolver#159,0.8881453154875727
org.apache.commons.math.analysis.solvers.LaguerreSolver#221,0.887189292543022
org.apache.commons.math.analysis.solvers.LaguerreSolver#277,0.8862332695984714
