1,8208
2,6602
3,5198
4,4719
5,4703
6,5529
7,5369
8,3662
9,1496
10,1340
11,1616
12,1588
13,844
14,446
15,1464
16,1545
17,1685
18,1633
19,1635
20,1492
21,2064
22,2354
23,1863
24,1202
25,1077
26,1096
27,1184
28,1341
29,1618
30,1191
31,1184
32,1184
33,997
34,1124
35,2120
36,662
37,1643
38,1742
39,873
40,579
41,1878
42,1687
43,1753
44,1335
45,1337
46,2076
47,1633
48,15785
49,10001
50,10043
51,10542
52,8773
53,10313
54,8106
55,8852
56,6403
57,8368
58,10186
59,9606
60,13146
61,11240
62,10182
63,11628
64,10604
65,9529
66,9536
67,8682
68,7557
69,7562
70,8181
71,7705
72,8829
73,13625
74,6098
75,9561
76,14324
77,9375
78,8530
79,7222
80,10535
81,5963
82,10000
83,14296
84,7848
85,6971
86,6934
87,10282
88,10051
89,7039
90,10321
91,2003
92,8655
93,6348
94,8734
95,9612
96,10184
97,8102
98,2437
99,6654
100,8957
101,11148
102,8830
103,7203
104,7033
105,8165
106,13681
107,12631
108,7928
109,6887
110,11047
111,8325
112,8118
113,7981
114,6685
115,10162
116,10215
117,9107
118,8785
119,6378
120,7850
121,8606
122,9032
123,6729
124,8566
125,7626
126,6886
127,4781
128,10921
129,6400
130,6373
131,9417
132,10469
133,8465
134,12593
135,8666
136,9098
137,7794
138,8349
139,8438
140,10431
141,9072
142,6192
143,8453
144,7360
145,7872
146,10599
147,11226
148,9850
149,3615
150,7626
151,8557
152,10984
153,8829
154,7017
155,8409
156,7648
157,10489
158,8584
159,10214
160,10625
161,11186
162,10606
163,11770
164,8931
165,9257
166,9261
167,7131
168,7393
169,8139
170,11031
171,9277
172,9797
173,5345
174,11995
175,9483
176,8654
177,5084
178,7429
179,9395
180,9944
181,8776
182,8156
183,9210
184,8485
185,3507
186,10638
187,9185
188,8109
189,9449
190,7012
191,6680
192,10735
193,10771
194,10517
195,9353
196,5763
197,8723
198,8836
199,9564
200,8975
201,9208
202,10003
203,9478
204,9357
205,9263
206,8016
207,8492
208,9272
209,9471
210,9727
211,8818
212,10381
213,9920
214,9879
215,9961
216,11586
217,10056
218,8930
219,8678
220,10809
221,10964
222,631
223,1050
224,1781
225,1428
226,1459
227,1181
228,1257
229,1756
230,1652
231,805
232,1484
233,2062
234,1658
235,1071
236,1292
237,1116
238,2687
239,2039
240,1979
241,1992
242,1353
243,1352
244,2993
245,2662
246,2801
247,2052
248,4797
249,4182
250,2535
251,2949
252,2894
253,3353
254,2940
255,1944
256,2998
257,4245
258,3761
259,2383
260,3585
261,5024
262,4134
263,4428
264,5031
265,4743
266,4465
267,3998
268,2471
269,5710
270,4541
271,4869
272,3037
273,4466
274,2110
275,4301
276,4137
277,4639
278,3259
279,5480
280,5080
281,5275
282,5289
283,3110
284,3195
285,3711
286,4689
287,282
288,409
289,436
290,526
291,375
292,476
293,575
294,315
295,586
296,359
297,490
298,372
299,613
300,443
301,599
302,811
303,4393
304,4849
305,1813
306,5796
307,2733
308,2555
309,2861
310,3169
311,4195
312,4644
313,3119
314,4413
315,3311
316,4588
317,2554
318,3433
319,4094
320,2813
321,2976
322,2833
323,3416
324,3572
325,5327
326,5058
327,5303
328,5121
329,5261
330,4036
331,5775
332,5368
333,6152
334,5891
335,6000
336,5635
337,5143
338,5429
339,4674
340,5571
341,5711
342,5780
343,5578
344,6079
345,6065
346,6144
347,5512
348,6348
349,5822
350,5686
351,6618
352,7502
353,6192
354,6567
355,5864
356,5718
357,6384
358,5689
359,6640
360,6530
361,6956
362,7525
363,7637
364,8241
365,6783
366,7008
367,6529
368,7046
369,7587
370,6871
371,6416
372,6509
373,6898
374,5581
375,7325
376,8728
377,7394
378,7181
379,7586
380,8334
381,5704
382,7255
383,6274
384,6812
385,8502
386,5546
387,7912
388,7634
389,7382
390,6156
391,5853
392,6202
393,7992
394,7810
395,7117
396,5655
397,7249
398,6188
399,8161
400,9490
401,8486
402,8164
403,7938
404,7210
405,7000
406,5766
407,7149
408,8523
409,9147
410,8868
411,6780
412,8402
413,7466
414,7091
415,8105
416,7519
417,8124
418,7384
419,7319
420,5959
421,7993
422,8204
423,7663
424,7450
425,7894
426,7875
427,7998
428,7879
429,5876
430,7020
431,8192
432,7606
433,7103
434,7367
435,7106
436,6225
437,7977
438,7679
439,7236
440,7527
441,7689
442,7953
443,7316
444,5258
445,6879
446,7080
447,10128
448,5762
449,5663
450,8032
451,7201
452,7750
453,6789
454,7363
455,6840
456,8739
457,5573
458,7330
459,7903
460,7937
461,8770
462,1801
463,2448
464,2809
465,2295
466,2709
467,2345
468,1030
469,1254
470,1276
471,768
472,1998
473,1846
474,1707
475,2058
476,1020
477,2145
478,1617
479,2836
480,3822
481,3459
482,3244
483,1581
484,3654
485,3470
486,2522
487,2327
488,2603
489,3666
490,3966
491,2538
492,3209
493,4152
494,3796
495,3633
496,2523
497,4699
498,2479
499,3034
500,3603
501,2704
502,3530
503,2768
504,3462
505,2710
506,4013
507,3151
508,4708
509,5074
510,5057
511,5881
512,2757
513,5077
514,4851
515,4320
516,4395
517,2896
518,4688
519,3488
520,2659
521,4523
522,3800
523,3182
524,4737
525,6030
526,3184
527,5434
528,5542
529,4375
530,5948
531,3408
532,4981
533,6799
534,4514
535,4055
536,5913
537,3582
538,6246
539,3753
540,6990
541,4243
542,5514
543,5492
544,3932
545,5574
546,5942
547,4645
548,6599
549,6321
550,4932
551,6632
552,2622
553,5537
554,5589
555,5100
556,6051
557,5371
558,6972
559,4760
560,6636
561,6597
562,7377
563,6182
564,3490
565,3483
566,3286
567,5866
568,2707
569,2820
570,6059
571,3623
572,3206
573,3254
574,5051
575,6908
576,7739
577,6532
578,6985
579,6614
580,4583
581,5389
582,5847
583,4250
584,7201
585,4799
586,3717
587,5136
588,6416
589,5372
590,1254
591,1270
592,4119
593,5631
594,6529
595,5052
596,4289
597,1749
598,5367
599,3375
600,3831
601,4849
602,2623
603,4338
604,6039
605,6922
606,4335
607,5050
608,4072
609,5427
610,4364
611,4156
612,4128
613,3093
614,5104
615,3400
616,4297
617,7122
618,5186
619,5026
620,4806
621,2457
622,5519
623,5018
624,6405
625,4555
626,5464
627,3575
628,5618
629,948
630,585
631,4142
632,6913
633,4368
634,1079
635,4755
636,3314
637,1239
638,3557
639,7561
640,6109
641,4313
642,5958
643,3475
644,7501
645,7731
646,2601
647,4806
648,6237
649,5895
650,1589
651,4635
652,8957
653,3040
654,6095
655,2570
656,3593
657,3679
658,1699
659,4018
660,3992
661,2942
662,5121
663,6126
664,2666
665,3098
666,1874
667,4831
668,3972
669,2023
670,2030
671,2057
672,6141
673,2936
674,5166
675,5034
676,4104
677,4442
678,4250
679,1899
680,2028
681,1151
682,5896
683,4813
684,4830
685,1574
686,2863
687,3397
688,3565
689,4180
690,2260
691,5405
692,5130
693,5170
694,5090
695,5512
696,4677
697,4663
698,4452
699,5465
700,5928
701,2685
702,4405
703,5312
704,5676
705,3629
706,5671
707,2161
708,3467
709,3674
710,2742
711,3684
712,1345
713,2481
714,860
715,3635
716,3664
717,2918
718,2440
719,2735
720,5004
721,2531
722,5068
723,5056
724,1673
725,3224
726,4845
727,4881
728,4271
729,4535
730,1420
731,2977
732,4159
733,3292
734,762
735,5814
736,5807
737,3349
738,5187
739,3709
740,2147
741,3180
742,4164
743,3217
744,2775
745,2984
746,3116
747,2400
748,3171
749,1033
750,1666
751,2644
752,2861
753,2462
754,1813
755,2237
756,2821
757,2081
758,3251
759,2762
760,1999
761,1814
762,2532
763,2871
764,1630
765,885
766,881
767,1957
768,621
769,1767
770,1901
771,1996
772,3248
773,2617
774,2328
775,2670
776,1497
777,1771
778,1898
779,1843
780,1578
781,1143
782,1897
783,1870
784,2146
785,2152
786,871
787,1763
788,963
789,898
790,1970
791,7385
792,7901
793,8227
794,8119
795,6771
796,7759
797,6065
798,5598
799,7322
800,7003
801,6544
802,8349
803,6795
804,5782
805,7619
806,6728
807,6509
808,8466
809,6695
810,7931
