Chart,1,source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,1793
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1613
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1614
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1665
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1667
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1672
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1673
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1674
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1675
Chart,1,source/org/jfree/chart/plot/CategoryPlot.java,1678
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,265
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,268
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,271
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,274
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,275
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,276
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,277
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,278
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,279
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,280
Chart,12,source/org/jfree/chart/plot/MultiplePiePlot.java,166
Chart,12,source/org/jfree/data/general/AbstractDataset.java,160
Chart,12,source/org/jfree/data/general/AbstractDataset.java,161
Chart,12,source/org/jfree/chart/plot/MultiplePiePlot.java,135
Chart,12,source/org/jfree/chart/plot/MultiplePiePlot.java,136
Chart,12,source/org/jfree/chart/JFreeChart.java,664
Chart,12,source/org/jfree/chart/JFreeChart.java,665
Chart,12,source/org/jfree/chart/JFreeChart.java,795
Chart,12,source/org/jfree/chart/JFreeChart.java,796
Chart,12,source/org/jfree/chart/JFreeChart.java,797
Chart,9,source/org/jfree/data/time/TimeSeries.java,883
Chart,9,source/org/jfree/data/time/TimeSeries.java,921
Chart,9,source/org/jfree/data/time/TimeSeries.java,924
Chart,9,source/org/jfree/data/time/TimeSeries.java,927
Chart,9,source/org/jfree/data/time/TimeSeries.java,931
Chart,9,source/org/jfree/data/time/TimeSeries.java,932
Chart,9,source/org/jfree/data/time/TimeSeries.java,933
Chart,9,source/org/jfree/data/time/TimeSeries.java,934
Chart,9,source/org/jfree/data/time/TimeSeries.java,935
Chart,9,source/org/jfree/data/time/TimeSeries.java,939
Cli,25,src/java/org/apache/commons/cli/HelpFormatter.java,758
Cli,25,src/java/org/apache/commons/cli/HelpFormatter.java,624
Cli,25,src/java/org/apache/commons/cli/HelpFormatter.java,752
Cli,25,src/java/org/apache/commons/cli/HelpFormatter.java,825
Cli,25,src/java/org/apache/commons/cli/HelpFormatter.java,475
Cli,25,src/java/org/apache/commons/cli/HelpFormatter.java,484
Cli,25,src/java/org/apache/commons/cli/HelpFormatter.java,489
Cli,25,src/java/org/apache/commons/cli/HelpFormatter.java,491
Cli,25,src/java/org/apache/commons/cli/HelpFormatter.java,495
Cli,25,src/java/org/apache/commons/cli/HelpFormatter.java,664
Cli,28,src/java/org/apache/commons/cli/Parser.java,284
Cli,28,src/java/org/apache/commons/cli/Parser.java,290
