Statement,Suspiciousness
org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream#1482,1.0
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream#257,0.98
org.apache.commons.compress.archivers.zip.ZipFile#648,0.96
org.apache.commons.compress.archivers.zip.GeneralPurposeBit#233,0.94
org.apache.commons.compress.archivers.zip.ZipArchiveEntry#889,0.9199999999999999
org.apache.commons.compress.archivers.zip.X7875_NewUnix#270,0.8999999999999999
org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField#234,0.8799999999999999
org.apache.commons.compress.archivers.zip.X0017_StrongEncryptionHeader#378,0.8599999999999999
org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp#85,0.8399999999999999
org.apache.commons.compress.archivers.zip.PKWareExtraHeader#155,0.8199999999999998
org.apache.commons.compress.archivers.zip.X000A_NTFS#363,0.7999999999999998
org.apache.commons.compress.archivers.zip.AsiExtraField#128,0.7799999999999998
org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream#387,0.7599999999999998
org.apache.commons.compress.archivers.zip.ZipLong#32,0.7399999999999998
org.apache.commons.compress.archivers.tar.TarArchiveEntry#181,0.7199999999999998
org.apache.commons.compress.archivers.zip.UnrecognizedExtraField#118,0.6999999999999997
org.apache.commons.compress.archivers.zip.ExtraFieldUtils#239,0.6799999999999997
org.apache.commons.compress.archivers.zip.ZipConstants#50,0.6599999999999997
org.apache.commons.compress.archivers.zip.UnparseableExtraFieldData#86,0.6399999999999997
org.apache.commons.compress.archivers.zip.StreamCompressor#236,0.6199999999999997
org.apache.commons.compress.archivers.zip.ZipExtraField#94,0.5999999999999996
org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream#939,0.5799999999999996
org.apache.commons.compress.compressors.bzip2.BlockSort#185,0.5599999999999996
org.apache.commons.compress.archivers.zip.JarMarker#120,0.5399999999999996
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField#171,0.5199999999999996
org.apache.commons.compress.compressors.lz77support.LZ77Compressor#353,0.49999999999999956
org.apache.commons.compress.archivers.sevenz.SevenZFile#255,0.47999999999999954
org.apache.commons.compress.archivers.dump.DumpArchiveEntry#439,0.4599999999999995
org.apache.commons.compress.archivers.zip.X0016_CertificateIdForCentralDirectory#71,0.4399999999999995
org.apache.commons.compress.archivers.tar.TarUtils#47,0.4199999999999995
org.apache.commons.compress.archivers.zip.ResourceAlignmentExtraField#125,0.39999999999999947
org.apache.commons.compress.archivers.zip.ZipUtil#73,0.37999999999999945
org.apache.commons.compress.archivers.tar.TarArchiveOutputStream#229,0.35999999999999943
org.apache.commons.compress.archivers.tar.TarArchiveInputStream#745,0.3399999999999994
org.apache.commons.compress.archivers.zip.UnsupportedZipFeatureException#32,0.3199999999999994
org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorOutputStream#249,0.2999999999999994
org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream#266,0.27999999999999936
org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream#196,0.25999999999999934
org.apache.commons.compress.archivers.cpio.CpioArchiveEntry#340,0.23999999999999935
org.apache.commons.compress.archivers.arj.ArjArchiveEntry#74,0.21999999999999936
org.apache.commons.compress.compressors.CompressorStreamFactory#446,0.19999999999999937
org.apache.commons.compress.archivers.ArchiveStreamFactory#425,0.17999999999999938
org.apache.commons.compress.archivers.arj.ArjArchiveInputStream#228,0.1599999999999994
org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream#525,0.1399999999999994
org.apache.commons.compress.archivers.sevenz.SevenZOutputFile#581,0.1199999999999994
org.apache.commons.compress.archivers.dump.DumpArchiveInputStream#103,0.0999999999999994
org.apache.commons.compress.archivers.ar.ArArchiveInputStream#82,0.07999999999999939
org.apache.commons.compress.archivers.zip.ParallelScatterZipCreator#82,0.05999999999999939
org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream#482,0.03999999999999938
org.apache.commons.compress.compressors.lz77support.Parameters#246,0.019999999999999383
